query,clicks_c90,clicks_p90,clicks_delta,clicks_pct_change,impressions_c90,impressions_p90,impressions_delta,ctr_c90_pct,ctr_p90_pct,ctr_delta_pp,position_c90,position_p90,position_delta,c30_clicks,p30_clicks,clicks_16m,impressions_16m,trend,business_intent,brand
cara aktifkan keranjang kuning,0,0,0,,1,7,-6,0.0,0.0,,9.0,9.1,-0.1,0,0,0,10,stable,informational,False
cara aktifkan tautan produk,0,0,0,,8,0,8,0.0,0.0,,7.6,,,0,0,0,8,stable,informational,False
cara ampuh memutihkan ketiak,0,0,0,,0,2,-2,0.0,0.0,,,71.0,,0,0,0,3,stable,informational,False
cara belanja di ig,0,0,0,,1,0,1,0.0,0.0,,13.0,,,0,0,0,1,stable,informational,False
cara beriklan di tiktok secara gratis,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,informational,False
cara bikin body lotion sendiri,0,0,0,,1,0,1,0.0,0.0,,3.0,,,0,0,0,1,stable,informational,False
cara bikin handbody racikan pemutih,0,0,0,,34,0,34,0.0,0.0,,7.5,,,0,0,0,34,stable,informational,False
cara bikin handbody racikan sendiri,0,0,0,,1,0,1,0.0,0.0,,9.0,,,0,0,0,1,stable,informational,False
cara bikin hb,0,0,0,,12,0,12,0.0,0.0,,9.1,,,0,0,0,12,stable,informational,False
cara bikin hb dosting sendiri,1,0,1,100,77,10,67,1.3,0.0,,6.1,5.6,0.5,1,0,1,87,growing,informational,False
cara bikin hb racikan,0,0,0,,71,0,71,0.0,0.0,,8.0,,,0,0,0,71,stable,informational,False
cara bikin hb racikan pemutih badan,0,0,0,,79,2,77,0.0,0.0,,7.7,1.0,6.7,0,0,0,81,stable,informational,False
cara bikin hb sendiri,0,0,0,,1,0,1,0.0,0.0,,9.0,,,0,0,0,1,stable,informational,False
cara bikin keranjang kuning,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,informational,False
cara bikin keranjang kuning di instagram,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,informational,False
cara bikin link produk di ig,0,0,0,,2,4,-2,0.0,0.0,,1.0,1.0,0.0,0,0,0,6,stable,informational,False
cara bikin lulur kopi,0,0,0,,1,0,1,0.0,0.0,,47.0,,,0,0,0,1,stable,informational,False
cara bikin produk skincare sendiri,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,informational,False
cara bikin racikan handbody pemutih,1,0,1,100,90,2,88,1.11,0.0,,8.2,1.0,7.2,1,0,1,92,growing,informational,False
cara bikin racikan pemutih badan,0,0,0,,0,1,-1,0.0,0.0,,,10.0,,0,0,0,1,stable,informational,False
cara bikin reels di ig,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,informational,False
cara buat body lotion sendiri,0,0,0,,2,0,2,0.0,0.0,,3.0,,,0,0,0,2,stable,informational,False
cara buat handbody,0,0,0,,2,0,2,0.0,0.0,,7.0,,,0,0,0,2,stable,informational,False
cara buat handbody racikan pemutih badan,0,0,0,,21,0,21,0.0,0.0,,6.3,,,0,0,0,21,stable,informational,False
cara buat hb,0,0,0,,4,0,4,0.0,0.0,,10.0,,,0,0,0,4,stable,informational,False
cara buat hb dosting,2,1,1,100.0,73,2,71,2.74,50.0,-47.26,4.3,5.0,-0.7,1,1,3,75,stable,informational,False
cara buat hb dosting sendiri,0,0,0,,205,23,182,0.0,0.0,,5.9,5.5,0.4,0,0,0,228,stable,informational,False
cara buat hb racikan,0,0,0,,43,2,41,0.0,0.0,,8.5,6.0,2.5,0,0,0,45,stable,informational,False
cara buat hb racikan pemutih,0,0,0,,43,0,43,0.0,0.0,,8.6,,,0,0,0,43,stable,informational,False
cara buat hb racikan pemutih badan,0,0,0,,0,1,-1,0.0,0.0,,,12.0,,0,0,0,1,stable,informational,False
cara buat keranjang di ig,0,0,0,,0,9,-9,0.0,0.0,,,1.2,,0,0,0,9,stable,informational,False
cara buat keranjang di instagram,1,0,1,100,46,51,-5,2.17,0.0,,4.3,2.9,1.4,0,0,5,173,stable,informational,False
cara buat keranjang jualan sendiri,0,0,0,,3,1,2,0.0,0.0,,8.3,6.0,2.3,0,0,0,4,stable,informational,False
cara buat keranjang kuning affiliate,0,0,0,,0,1,-1,0.0,0.0,,,11.0,,0,0,0,1,stable,informational,False
cara buat keranjang kuning di instagram,2,2,0,0.0,51,34,17,3.92,5.88,-1.96,3.1,3.0,0.1,0,2,4,90,declining,informational,False
cara buat keranjang kuning di shopee,0,0,0,,1,2,-1,0.0,0.0,,12.0,10.0,2.0,0,0,0,3,stable,informational,False
cara buat link produk di instagram,0,0,0,,4,0,4,0.0,0.0,,1.0,,,0,0,0,4,stable,informational,False
cara buat lotion pemutih sendiri,0,0,0,,7,0,7,0.0,0.0,,7.3,,,0,0,0,7,stable,informational,False
cara buat lulur alami,0,0,0,,1,0,1,0.0,0.0,,3.0,,,0,0,0,1,stable,informational,False
cara buat lulur dari kopi,0,0,0,,1,1,0,0.0,0.0,,38.0,12.0,26.0,0,0,0,2,stable,informational,False
cara buat lulur pakai kopi dan handbody,0,0,0,,5,0,5,0.0,0.0,,9.0,,,0,0,0,5,stable,informational,False
cara buat racikan handbody pemutih,0,0,0,,46,5,41,0.0,0.0,,8.1,6.8,1.3,0,0,0,51,stable,informational,False
cara buat real di ig,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,23,stable,informational,False
cara buka toko kosmetik,0,0,0,,1,4,-3,0.0,0.0,,19.0,4.0,15.0,0,0,0,5,stable,informational,False
cara buka toko kosmetik lengkap,0,0,0,,1,0,1,0.0,0.0,,10.0,,,0,0,0,1,stable,informational,False
cara cek keranjang di instagram,0,0,0,,9,0,9,0.0,0.0,,7.1,,,0,0,0,9,stable,informational,False
cara cepat memutihkan ketiak,0,0,0,,2,0,2,0.0,0.0,,27.0,,,0,0,0,7,stable,informational,False
cara daftarnya bagaimana,0,0,0,,0,1,-1,0.0,0.0,,,2.0,,0,0,0,1,stable,informational,False
cara dapat sampel gratis dari tiktok shop,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,informational,False
cara dapat sample gratis di tiktok,0,0,0,,0,1,-1,0.0,0.0,,,7.0,,0,0,0,7,stable,informational,False
cara gabung shannen,0,0,0,,1,0,1,0.0,0.0,,41.0,,,0,0,0,1,stable,informational,False
cara hitung penjualan,0,0,0,,1,0,1,0.0,0.0,,3.0,,,0,0,0,1,stable,informational,False
cara hubungkan shopee affiliate ke instagram,0,0,0,,0,4,-4,0.0,0.0,,,1.0,,0,0,0,4,stable,informational,False
cara ikut campaign di tiktok shop,0,0,0,,1,0,1,0.0,0.0,,9.0,,,0,0,0,1,stable,informational,False
cara jadi owner parfum,0,0,0,,21,15,6,0.0,0.0,,9.8,10.1,-0.3,0,0,0,41,stable,informational,False
cara jualan skincare pemula,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,6,stable,informational,False
cara keranjang di instagram,1,2,-1,-50.0,52,53,-1,1.92,3.77,-1.85,3.6,2.2,1.4,0,1,7,142,declining,informational,False
cara keranjang kuning di instagram,8,7,1,14.3,96,121,-25,8.33,5.79,2.55,2.8,2.2,0.5,0,3,17,240,declining,informational,False
cara keranjang kuning muncul,0,0,0,,0,1,-1,0.0,0.0,,,7.0,,0,0,0,1,stable,informational,False
cara kerja affiliate skincare,0,0,0,,39,55,-16,0.0,0.0,,12.7,7.5,5.2,0,0,0,218,stable,informational,False
cara kerja cysteamine,0,0,0,,16,0,16,0.0,0.0,,8.3,,,0,0,0,16,stable,informational,False
cara kerja hb dosting,0,0,0,,9,16,-7,0.0,0.0,,9.7,4.3,5.4,0,0,0,25,stable,informational,False
cara konsumsi astaxanthin yang benar,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,informational,False
cara masukan keranjang di instagram,3,4,-1,-25.0,36,68,-32,8.33,5.88,2.45,3.0,1.7,1.3,0,1,7,104,declining,informational,False
cara masukan link shopee di ig,0,0,0,,0,1,-1,0.0,0.0,,,1.0,,0,0,0,1,stable,informational,False
cara masukin keranjang di instagram,6,5,1,20.0,121,96,25,4.96,5.21,-0.25,3.0,1.5,1.5,1,1,17,318,stable,informational,False
cara masukin keranjang kuning,0,0,0,,8,4,4,0.0,0.0,,9.2,5.8,3.5,0,0,0,12,stable,informational,False
cara masukin keranjang kuning di instagram,0,0,0,,0,4,-4,0.0,0.0,,,1.0,,0,0,0,9,stable,informational,False
cara masukin keranjang kuning di shopee,0,0,0,,2,1,1,0.0,0.0,,8.0,2.0,6.0,0,0,0,3,stable,informational,False
cara melihat keranjang di shopee,0,0,0,,1,0,1,0.0,0.0,,10.0,,,0,0,0,1,stable,informational,False
cara melihat produk terlaris di tiktok,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,informational,False
cara meluruskan rambut ikal secara alami,0,0,0,,1,0,1,0.0,0.0,,3.0,,,0,0,0,1,stable,informational,False
cara memakai body care yang benar,0,0,0,,1,0,1,0.0,0.0,,2.0,,,0,0,0,1,stable,informational,False
cara memakai handbody racikan agar cepat putih,0,0,0,,14,0,14,0.0,0.0,,9.0,,,0,0,0,14,stable,informational,False
cara memakai hb dosting yang benar,0,0,0,,4,0,4,0.0,0.0,,20.2,,,0,0,0,4,stable,informational,False
cara memasukan keranjang di instagram,3,4,-1,-25.0,33,52,-19,9.09,7.69,1.4,2.7,1.4,1.3,0,1,7,86,declining,informational,False
cara memasukan keranjang kuning di video tiktok,0,0,0,,0,1,-1,0.0,0.0,,,13.0,,0,0,0,1,stable,informational,False
cara memasukan link ig ke shopee affiliate,0,0,0,,0,3,-3,0.0,0.0,,,2.7,,0,0,0,3,stable,informational,False
cara memasukan link instagram ke shopee affiliate,0,0,0,,0,1,-1,0.0,0.0,,,3.0,,0,0,0,1,stable,informational,False
cara memasukkan keranjang di instagram,6,4,2,50.0,58,24,34,10.34,16.67,-6.32,2.1,1.2,0.9,0,1,10,82,declining,informational,False
cara memasukkan keranjang kuning,0,0,0,,0,6,-6,0.0,0.0,,,1.0,,0,0,0,6,stable,informational,False
cara memasukkan link instagram ke shopee affiliate,0,0,0,,0,2,-2,0.0,0.0,,,3.0,,0,0,0,2,stable,informational,False
cara membersihkan ketiak,0,0,0,,0,1,-1,0.0,0.0,,,63.0,,0,0,0,2,stable,informational,False
cara membuat body care sendiri,0,0,0,,2,0,2,0.0,0.0,,10.5,,,0,0,0,2,stable,informational,False
cara membuat body lotion pemutih sendiri,0,0,0,,47,0,47,0.0,0.0,,8.6,,,0,0,0,47,stable,informational,False
cara membuat body mist,0,0,0,,1,0,1,0.0,0.0,,10.0,,,0,0,0,5,stable,informational,False
cara membuat desain kemasan produk,0,0,0,,0,1,-1,0.0,0.0,,,14.0,,0,0,0,1,stable,informational,False
cara membuat hand sanitizer spray sendiri,0,0,0,,0,1,-1,0.0,0.0,,,66.0,,0,0,0,4,stable,informational,False
cara membuat handbody,0,0,0,,32,0,32,0.0,0.0,,7.8,,,0,0,0,32,stable,informational,False
cara membuat handbody pemutih,0,0,0,,9,0,9,0.0,0.0,,8.3,,,0,0,0,9,stable,informational,False
cara membuat handbody racikan,0,0,0,,37,1,36,0.0,0.0,,9.3,9.0,0.3,0,0,0,38,stable,informational,False
cara membuat handbody racikan dosis tinggi,1,0,1,100,480,0,480,0.21,0.0,,8.7,,,0,1,1,480,declining,informational,False
cara membuat handbody racikan putih permanen,2,0,2,100,301,0,301,0.66,0.0,,7.9,,,1,0,2,301,growing,informational,False
cara membuat handbody racikan sendiri,0,0,0,,135,2,133,0.0,0.0,,8.2,1.0,7.2,0,0,0,137,stable,informational,False
cara membuat handbody racikan sendiri agar cepat putih,6,0,6,100,1788,1,1787,0.34,0.0,,8.0,31.0,-23.0,3,2,6,1789,growing,informational,False
cara membuat hb,0,0,0,,6,1,5,0.0,0.0,,8.2,10.0,-1.8,0,0,0,7,stable,informational,False
cara membuat hb dosting,7,0,7,100,355,36,319,1.97,0.0,,5.7,6.0,-0.2,4,3,7,391,growing,informational,False
cara membuat hb dosting sendiri,0,0,0,,6,75,-69,0.0,0.0,,8.5,5.8,2.7,0,0,0,81,stable,informational,False
cara membuat hb pemutih,0,0,0,,52,3,49,0.0,0.0,,8.6,8.7,-0.1,0,0,0,55,stable,informational,False
cara membuat hb pemutih badan,0,0,0,,38,14,24,0.0,0.0,,9.3,2.4,6.9,0,0,0,52,stable,informational,False
cara membuat hb racikan,0,0,0,,13,0,13,0.0,0.0,,10.5,,,0,0,0,13,stable,informational,False
cara membuat hb racikan ampuh,0,0,0,,1,0,1,0.0,0.0,,9.0,,,0,0,0,1,stable,informational,False
cara membuat hb racikan dosting,0,0,0,,16,0,16,0.0,0.0,,7.4,,,0,0,0,16,stable,informational,False
cara membuat hb racikan pemutih aman,0,0,0,,86,0,86,0.0,0.0,,8.3,,,0,0,0,86,stable,informational,False
cara membuat hb racikan pemutih dosis tinggi,0,0,0,,35,0,35,0.0,0.0,,7.7,,,0,0,0,35,stable,informational,False
cara membuat hb racikan sendiri,0,0,0,,15,0,15,0.0,0.0,,7.3,,,0,0,0,15,stable,informational,False
cara membuat keranjang di instagram,6,4,2,50.0,43,69,-26,13.95,5.8,8.16,2.6,1.5,1.0,0,3,11,178,declining,informational,False
cara membuat keranjang kuning,0,0,0,,0,1,-1,0.0,0.0,,,8.0,,0,0,0,2,stable,informational,False
cara membuat keranjang kuning di instagram,4,0,4,100,31,0,31,12.9,0.0,,2.6,,,0,1,4,70,declining,informational,False
cara membuat keranjang kuning di shopee,0,0,0,,0,1,-1,0.0,0.0,,,5.0,,0,0,0,1,stable,informational,False
cara membuat ketiak cerah,0,0,0,,0,1,-1,0.0,0.0,,,80.0,,0,0,0,7,stable,informational,False
cara membuat ketiak putih,0,0,0,,2,1,1,0.0,0.0,,59.5,72.0,-12.5,0,0,0,10,stable,informational,False
cara membuat konten viral,0,0,0,,4,0,4,0.0,0.0,,55.5,,,0,0,0,5,stable,informational,False
cara membuat link jualan di ig,0,0,0,,1,0,1,0.0,0.0,,1.0,,,0,0,0,1,stable,informational,False
cara membuat link produk di instagram,0,0,0,,0,2,-2,0.0,0.0,,,1.0,,0,0,0,2,stable,informational,False
cara membuat lotion,0,0,0,,1,0,1,0.0,0.0,,42.0,,,0,0,0,1,stable,informational,False
cara membuat lulur dari handbody,0,0,0,,1,0,1,0.0,0.0,,7.0,,,0,0,0,1,stable,informational,False
cara membuat lulur dari kopi,0,0,0,,2,0,2,0.0,0.0,,44.0,,,0,0,0,2,stable,informational,False
cara membuat lulur kopi,0,0,0,,3,1,2,0.0,0.0,,38.3,18.0,20.3,0,0,0,4,stable,informational,False
cara membuat lulur kopi untuk badan,0,0,0,,1,0,1,0.0,0.0,,47.0,,,0,0,0,1,stable,informational,False
cara membuat lulur kopi untuk memutihkan badan,0,0,0,,0,1,-1,0.0,0.0,,,56.0,,0,0,0,1,stable,informational,False
cara membuat lulur kopi untuk memutihkan kulit,0,0,0,,1,0,1,0.0,0.0,,63.0,,,0,0,0,1,stable,informational,False
cara membuat lulur untuk kulit dari handbody,0,0,0,,9,0,9,0.0,0.0,,8.2,,,0,0,0,9,stable,informational,False
cara membuat masker bubuk home industri,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,124,stable,informational,False
cara membuat masker dari,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,informational,False
cara membuat masker organik,0,0,0,,1,0,1,0.0,0.0,,38.0,,,0,0,0,27,stable,informational,False
cara membuat masker organik bubuk,0,0,0,,1,18,-17,0.0,0.0,,17.0,7.6,9.4,0,0,0,109,stable,informational,False
cara membuat masker organik bubuk untuk dijual,0,0,0,,0,1,-1,0.0,0.0,,,30.0,,0,0,0,5,stable,informational,False
cara membuat produk kosmetik sendiri,0,0,0,,4,0,4,0.0,0.0,,65.0,,,0,0,0,8,stable,informational,False
cara membuat racikan,0,0,0,,5,0,5,0.0,0.0,,8.0,,,0,0,0,5,stable,informational,False
cara membuat racikan handbody,0,0,0,,41,0,41,0.0,0.0,,8.6,,,0,0,0,41,stable,informational,False
cara membuat racikan handbody pemutih yang aman,0,0,0,,61,9,52,0.0,0.0,,8.5,4.1,4.4,0,0,0,70,stable,informational,False
cara membuat racikan hb dosting,0,0,0,,43,0,43,0.0,0.0,,6.8,,,0,0,0,43,stable,informational,False
cara membuat recap instagram,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,informational,False
cara membuat reels di ig,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,informational,False
cara membuat toner alami,0,0,0,,0,1,-1,0.0,0.0,,,11.0,,0,0,0,1,stable,informational,False
cara membuka toko kosmetik,0,0,0,,1,1,0,0.0,0.0,,10.0,13.0,-3.0,0,0,0,2,stable,informational,False
cara memulai usaha skincare,0,0,0,,2,0,2,0.0,0.0,,71.0,,,0,0,0,2,stable,informational,False
cara memuluskan ketiak,0,0,0,,13,1,12,0.0,0.0,,39.3,75.0,-35.7,0,0,0,16,stable,informational,False
cara memunculkan keranjang di ig,0,1,-1,-100.0,0,5,-5,0.0,20.0,,,1.0,,0,0,3,51,stable,informational,False
cara memunculkan keranjang di instagram,7,18,-11,-61.1,202,365,-163,3.47,4.93,-1.47,2.2,1.4,0.8,0,3,80,1024,declining,informational,False
cara memunculkan keranjang kuning,0,0,0,,3,2,1,0.0,0.0,,8.0,4.0,4.0,0,0,0,5,stable,informational,False
cara memunculkan keranjang kuning di instagram,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,3,49,stable,informational,False
cara memunculkan keranjang orange di shopee untuk pemula,0,0,0,,0,2,-2,0.0,0.0,,,11.0,,0,0,0,3,stable,informational,False
cara memunculkan keranjang putih di instagram,3,1,2,200.0,40,13,27,7.5,7.69,-0.19,2.6,1.5,1.2,0,1,4,53,declining,informational,False
cara memunculkan link produk di instagram,0,0,0,,0,1,-1,0.0,0.0,,,4.0,,0,0,0,1,stable,informational,False
cara memunculkan tautan produk di instagram,5,17,-12,-70.6,105,183,-78,4.76,9.29,-4.53,4.3,2.3,2.0,0,1,25,349,declining,informational,False
cara memutih kan ketiak,0,0,0,,1,0,1,0.0,0.0,,48.0,,,0,0,0,4,stable,informational,False
cara memutihkan badan secara alami,0,0,0,,1,0,1,0.0,0.0,,2.0,,,0,0,0,1,stable,informational,False
cara memutihkan badan secara alami dan cepat,0,0,0,,1,0,1,0.0,0.0,,3.0,,,0,0,0,1,stable,informational,False
cara memutihkan badan secara alami dan cepat dalam 1 minggu,0,0,0,,4,0,4,0.0,0.0,,3.0,,,0,0,0,4,stable,informational,False
cara memutihkan ketek,0,0,0,,0,1,-1,0.0,0.0,,,49.0,,0,0,0,1,stable,informational,False
cara memutihkan ketiak,0,0,0,,56,80,-24,0.0,0.0,,39.5,62.3,-22.8,0,0,0,239,stable,informational,False
cara memutihkan ketiak dalam 1 minggu,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,6,stable,informational,False
cara memutihkan ketiak dan selangkangan,0,0,0,,1,0,1,0.0,0.0,,44.0,,,0,0,0,1,stable,informational,False
cara memutihkan ketiak dengan cepat,0,0,0,,5,5,0,0.0,0.0,,31.2,46.6,-15.4,0,0,0,48,stable,informational,False
cara memutihkan ketiak gelap produk ampuh 2025 or 2026,0,0,0,,0,28,-28,0.0,0.0,,,6.8,,0,0,0,28,stable,informational,False
cara memutihkan ketiak hitam,0,0,0,,2,3,-1,0.0,0.0,,49.5,63.3,-13.8,0,0,0,7,stable,informational,False
cara memutihkan ketiak secara alami dalam 1 minggu,0,0,0,,22,19,3,0.0,0.0,,21.3,27.4,-6.1,0,0,0,90,stable,informational,False
cara memutihkan ketiak yang hitam,0,0,0,,1,5,-4,0.0,0.0,,28.0,57.0,-29.0,0,0,0,11,stable,informational,False
cara memutihkan kulit badan,0,0,0,,1,0,1,0.0,0.0,,2.0,,,0,0,0,1,stable,informational,False
cara memutihkan kulit badan secara alami dengan cepat dan permanen,0,0,0,,1,0,1,0.0,0.0,,3.0,,,0,0,0,1,stable,informational,False
cara memutihkan kulit ketiak,0,0,0,,3,4,-1,0.0,0.0,,34.7,39.0,-4.3,0,0,0,8,stable,informational,False
cara menambah keranjang di ig,0,1,-1,-100.0,0,9,-9,0.0,11.11,,,1.0,,0,0,1,19,stable,informational,False
cara menambah keranjang di instagram,5,7,-2,-28.6,86,102,-16,5.81,6.86,-1.05,2.3,1.8,0.5,0,2,21,298,declining,informational,False
cara menambah keranjang kuning,0,0,0,,0,1,-1,0.0,0.0,,,1.0,,0,0,0,1,stable,informational,False
cara menambah keranjang kuning di instagram,3,5,-2,-40.0,38,49,-11,7.89,10.2,-2.31,2.9,1.6,1.4,0,1,9,101,declining,informational,False
cara menambah reels di instagram,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,informational,False
cara menambahkan keranjang di ig,4,4,0,0.0,58,114,-56,6.9,3.51,3.39,2.4,1.6,0.7,0,0,19,304,stable,informational,False
cara menambahkan keranjang di instagram,25,27,-2,-7.4,416,619,-203,6.01,4.36,1.65,2.5,1.6,0.9,0,8,92,1666,declining,informational,False
cara menambahkan keranjang di postingan,0,0,0,,5,0,5,0.0,0.0,,11.0,,,0,0,0,5,stable,informational,False
cara menambahkan keranjang di reels instagram,15,10,5,50.0,123,133,-10,12.2,7.52,4.68,1.9,1.2,0.7,0,7,40,411,declining,informational,False
cara menambahkan keranjang di shopee video,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,informational,False
cara menambahkan keranjang kuning,0,0,0,,1,15,-14,0.0,0.0,,8.0,2.5,5.5,0,0,0,19,stable,informational,False
cara menambahkan keranjang kuning di ig,3,2,1,50.0,40,21,19,7.5,9.52,-2.02,3.4,2.8,0.6,0,1,5,85,declining,informational,False
cara menambahkan keranjang kuning di instagram,8,3,5,166.7,185,185,0,4.32,1.62,2.7,3.0,1.9,1.1,0,3,18,548,declining,informational,False
cara menambahkan keranjang kuning di reels instagram,2,0,2,100,10,0,10,20.0,0.0,,1.8,,,0,0,2,10,stable,informational,False
cara menambahkan keranjang kuning di shopee,0,0,0,,0,1,-1,0.0,0.0,,,8.0,,0,0,0,1,stable,informational,False
cara menambahkan keranjang kuning di video yang sudah upload,0,0,0,,6,3,3,0.0,0.0,,7.0,4.0,3.0,0,0,0,9,stable,informational,False
cara menambahkan keranjang putih di instagram,1,2,-1,-50.0,37,53,-16,2.7,3.77,-1.07,2.4,1.6,0.7,0,0,3,90,stable,informational,False
cara menambahkan keranjang shopee di instagram,2,3,-1,-33.3,54,42,12,3.7,7.14,-3.44,2.7,1.7,1.0,0,0,6,108,stable,informational,False
cara menambahkan link affiliate di reels instagram,0,0,0,,2,0,2,0.0,0.0,,21.5,,,0,0,0,2,stable,informational,False
cara menambahkan link di reels instagram,0,0,0,,0,1,-1,0.0,0.0,,,10.0,,0,0,0,1,stable,informational,False
cara menambahkan link produk di instagram,2,0,2,100,35,10,25,5.71,0.0,,6.9,4.8,2.1,0,2,2,46,declining,informational,False
cara menambahkan link produk di reels instagram,6,4,2,50.0,141,244,-103,4.26,1.64,2.62,6.0,2.4,3.6,0,0,15,525,stable,informational,False
cara menambahkan link shopee di instagram,0,0,0,,1,0,1,0.0,0.0,,3.0,,,0,0,0,1,stable,informational,False
cara menambahkan link shopee di reels instagram,0,0,0,,0,5,-5,0.0,0.0,,,1.0,,0,0,1,21,stable,informational,False
cara menambahkan produk di ig,0,0,0,,1,0,1,0.0,0.0,,12.0,,,0,0,0,1,stable,informational,False
cara menambahkan produk di instagram,0,0,0,,8,6,2,0.0,0.0,,7.8,15.5,-7.8,0,0,0,14,stable,informational,False
cara menambahkan reels di ig,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,1,stable,informational,False
cara menampilkan keranjang di instagram,3,7,-4,-57.1,53,88,-35,5.66,7.95,-2.29,2.4,1.5,0.8,0,2,18,245,declining,informational,False
cara menampilkan keranjang kuning,0,0,0,,1,9,-8,0.0,0.0,,7.0,7.3,-0.3,0,0,0,12,stable,informational,False
cara menaruh keranjang kuning di tiktok,0,0,0,,1,0,1,0.0,0.0,,11.0,,,0,0,0,1,stable,informational,False
cara menautkan akun ig ke shopee affiliate,0,0,0,,0,1,-1,0.0,0.0,,,1.0,,0,0,0,1,stable,informational,False
cara menautkan akun shopee ke instagram,0,0,0,,0,1,-1,0.0,0.0,,,1.0,,0,0,0,1,stable,informational,False
cara menautkan ig ke shopee affiliate,0,0,0,,0,3,-3,0.0,0.0,,,1.0,,0,0,0,3,stable,informational,False
cara menautkan instagram ke shopee affiliate,0,0,0,,0,7,-7,0.0,0.0,,,1.0,,0,0,0,7,stable,informational,False
cara menautkan keranjang di ig,0,0,0,,24,0,24,0.0,0.0,,3.9,,,0,0,0,24,stable,informational,False
cara menautkan keranjang di instagram,12,14,-2,-14.3,208,313,-105,5.77,4.47,1.3,2.4,1.5,0.9,0,6,39,795,declining,informational,False
cara menautkan keranjang kuning,0,0,0,,0,5,-5,0.0,0.0,,,8.2,,0,0,0,5,stable,informational,False
cara menautkan keranjang kuning affiliate pemula,0,0,0,,1,0,1,0.0,0.0,,12.0,,,0,0,0,1,stable,informational,False
cara menautkan keranjang shopee di instagram,2,5,-3,-60.0,57,62,-5,3.51,8.06,-4.56,3.1,2.0,1.1,0,0,10,134,stable,informational,False
cara menautkan link di reels instagram,0,0,0,,14,0,14,0.0,0.0,,9.4,,,0,0,0,14,stable,informational,False
cara menautkan link produk di instagram,0,0,0,,3,0,3,0.0,0.0,,3.3,,,0,0,0,3,stable,informational,False
cara menautkan link produk di reels instagram,0,0,0,,2,0,2,0.0,0.0,,6.5,,,0,0,0,2,stable,informational,False
cara menautkan link shopee di reels instagram,0,1,-1,-100.0,0,25,-25,0.0,4.0,,,1.0,,0,0,1,25,stable,informational,False
cara menautkan produk di instagram,2,5,-3,-60.0,111,184,-73,1.8,2.72,-0.92,5.7,2.4,3.3,0,1,8,411,declining,informational,False
cara menautkan produk di reels instagram,0,2,-2,-100.0,10,42,-32,6.67,4.76,1.9,4.4,2.0,2.4,0,0,5,75,stable,informational,False
cara menautkan shopee affiliate ke instagram,0,0,0,,0,12,-12,0.0,0.0,,,1.1,,0,0,0,12,stable,informational,False
cara mencerahkan ketiak,0,0,0,,15,9,6,0.0,0.0,,43.9,54.8,-10.9,0,0,0,35,stable,informational,False
cara mencerahkan ketiak dengan cepat,0,0,0,,0,0,0,0.0,0.0,,,,,0,0,0,7,stable,informational,False
cara mencerahkan ketiak hitam,0,0,0,,0,2,-2,0.0,0.0,,,80.5,,0,0,0,4,stable,informational,False
cara mencerahkan ketiak yang hitam,0,0,0,,0,1,-1,0.0,0.0,,,71.0,,0,0,0,2,stable,informational,False
cara mencerahkan kulit badan,0,0,0,,1,0,1,0.0,0.0,,3.0,,,0,0,0,1,stable,informational,False
cara mencerahkan kulit ketiak yang hitam,0,0,0,,1,0,1,0.0,0.0,,65.0,,,0,0,0,1,stable,informational,False
cara mengaktifkan fitur keranjang kuning,0,0,0,,1,6,-5,0.0,0.0,,10.0,8.7,1.3,0,0,0,7,stable,informational,False
cara mengaktifkan keranjang di instagram,4,6,-2,-33.3,27,120,-93,14.81,5.0,9.81,2.4,1.6,0.8,0,1,15,217,declining,informational,False
cara mengaktifkan keranjang kuning,0,0,0,,5,6,-1,0.0,0.0,,9.4,8.8,0.6,0,0,0,14,stable,informational,False
cara mengaktifkan keranjang kuning di tiktok,0,0,0,,0,1,-1,0.0,0.0,,,35.0,,0,0,0,1,stable,informational,False
cara mengaktifkan keranjang putih di ig,0,0,0,,1,0,1,0.0,0.0,,6.0,,,0,0,0,1,stable,informational,False
cara mengaktifkannya?,0,0,0,,0,1,-1,0.0,0.0,,,3.0,,0,0,0,1,stable,informational,False
